Company,PS_Num,Category,Domain,PS_Title,PS_Desc,Youtube,DataSet
"National Jute Board, Min of Textiles",AR256,Software,Software - Web App development,Artificial Intelligence based solution which may calculate the probability of future market trend on the basis of past years data and suggest a suitable pricing model for sale of cotton,"
 Cotton is a commodity, which is perhaps 
 the most volatile among all the agricultural commodities traded. Due to high voiatility in cotton prices, it is very difficult to predict the future market trend and accordingly sales strategy so as to compete in the market and increase the volume of the corporation for sustainable growth. Thus, Artificial Intelligence based solution which may calculate the probability of future market trend on the basis of past years data and suggest a suitable pricing model for sale of cotton
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Tribal Affairs,DN260,Software,Software - Web App development,"E –Marketplace (Like Amazon, flipkart) wherein tribals can promote, market and sell tribal produce such as handicrafts, arts, paintings, minor forest products etc. on line with provision of delivery and e-payment and promotional discounts.","
 E –Marketplace (Like Amazon, flipkart) wherein tribals can promote, market and sell tribal produce such as handicrafts, arts, paintings, minor forest products etc. on line with provision of delivery and e-payment and promotional discounts.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Ministry of Tribal Affairs,DN262,Software,Miscellaneous,"Development of repository of tribal youth talent from various areas such as sports, arts, paintings, dance, culture, social service or any specific area.","
 Development of repository of tribal youth talent from various areas such as sports, arts, paintings, dance, culture, social service or any specific area. The specialized agencies/authorities involved in promoting such events could also reach out to these individuals for promoting them for advance training or any other support
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Bihar (DOA),NS269,Software,Agriculture and Rural Development,Estimation of crop progression,"
 Estimation of crop progression particularly in rainy season much crop may be severally affected by aberrant Monsoon/flood/drought and immediate response is needed to help farmers (This will help in policy formulation for contingent planning etc.)
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Bihar (DOA),NS270,Software,Agriculture and Rural Development,Estimation of crop yield using modern ICT tools which is quick and reliable for making a realistic plan for procurement and to compensate farmers for yield loss if any.,"
 Estimation of crop yield using modern ICT tools which is quick and reliable for making a realistic plan for procurement and to compensate farmers for yield loss if any. (current methods take months in crop cutting experiments and farmers have to wait for months to get compensated in case of loss etc.)
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Bihar (DOA),NS275,Software,Agriculture and Rural Development,Develop a real time land usage monitoring tool using satellite data and artificial intelligence etc,"
 Develop a real time land usage monitoring tool using satellite data and artificial intelligence etc. (This needs to address policy, practice and planning issues in agriculture along with estimation of crop losses for permissible assistance to farmers)
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt.of Sikkim,SG293,Software,Agriculture and Rural Development,MIS for Rural development Housing Scheme like Garib Awas Yojana along with GIS application,"
 There is no monitoring system to monitor the progress of construction of houses under Rural Housing schemes.To generate real time statistical report of the ongoing constructions. Design web based dashboard for monitoring and a native mobile application to track the progress of the construction just by taking a photograph by using the application itself.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt.of Sikkim,SG295,Software,Software - Mobile App development,SINGLE WINDOW MONITORING OF ALL RURAL DEVELOPMENT WELFARE SCHEMES,"
 There are multiple welfare schemes run by different cells under the department. At times this welfare schemes are meant for target beneficiaries and it is difficult to monitor. If the intended welfare schemes has reached the right household. It is also pertinent to note that the duplicity of such schemes often go unnoticed. Design a AADHAR based application to resolution process for taking benefit of such welfare schemes. Provide facility to enter eligibility to the scheme. If application to one scheme disqualifies application other then such conflicting applications should not be allowed using the system.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt.of Sikkim,SG296,Software,Software - Web App development,Transparency and Safeguard measures in HR management,"
 An Application to monitor all file movements of every employee,timely information,intimation to the employees through SMS,emails.All files should be traceable online so that the employee do not run after the file. For this purpose whenever a file enters the system put a sticker (barcode/QR code) on the file and then whenever a file moves out of the warehouse, goes for signature, the sticker should be scanned to update its status. This system should provide insights like estimated turn around time, at each stage. Number of stages for a type of application. Additionally it should provide intimation to the employees who are supposed to take action on them on a dashboard. Additionally if they delay taking action provide notification by SMS/email.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt.of Sikkim,SG297,Software,Software - Web App development,Centralised Attendance Monitoring System of Employees of RMDD,"
 Develop an Application that will record attendance on a real time basis at the BLOCK,DISTRICT office on a periodic basis and generate statistical report using the existing Bio-metric device.A dashboard where statistical data can be shown like total no.of employees present,absent in all levels of Block and District.
As this application should integrate with the existing biometric device, study the input and output parameters of some popular biometric devices. Understand enrolment and attendance management of these systems and identify how to connect their output to the application.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK304,Software,Security & Surveillance,Tracking & Tracing of Fake News,"
 •	Fake news has been a hot topic in the last few years in the form of Troll Farms and these Hoax News attempt to create public unrest like Lynching, Cyber Mobbing, Subvert and influence the public perceptions using social media platforms. 
•	Desired Solution : The solution will  detect  Fake news like Offensive Text-(Comment, Post, Feeds), Offensive Images(Original or Morphed Pictures) and Offensive Multimedia Videos (Original or Fake Videos) across the Social Media websites using keywords crawling, APIs, Reverse Image and AI/ML/Data Mining techniques and original source of posting and  nearer/proximate profiles.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK305,Software,Security & Surveillance,Detection of Malicious Content/Web Links related to Cyber Frauds,"
 •	Typically, malicious links are used to lure a victim into clicking through to a payload that is hosted on third-party sites rather than the malicious content being directly available from the social media platform. One-click exploits such as those used for account takeover could easily be distributed via social media and, when clicked, could exploit the victim in terms of profile takeover or misguiding users for fake advertisements.
•	Desired Solution: The solution will detect malicious links and its origin signature (first uploaded person-profile URL, name, email, number etc.) on a real time basis and provide advisory report to the public and corresponding agencies about those links source credibility.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK306,Software,Security & Surveillance,Detection of Malicious/Rogue/Honey-Trap Chatbot's at Social Media/other Web Platforms,"
 •	Typically, malicious links are used to lure a victim into malicious bots are used by cybercriminals to do their personal motives.
•	Desired Solution: The solution will detect malicious SPAM and SPIM bots/Zombie Bots/Malicious File-sharing Bots/Fraud Bots on cyber space and provide advisory scanning or detection solutions to public/LEAs.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK307,Software,Security & Surveillance,Detection of Child Predators/Cyber Harassers on Social Media,"
 •	Online predators try to gradually seduce their targets through attention, affection, kindness, and even gifts, and often devote considerable time, money and energy to this effort. They are aware of the latest music and hobbies likely to interest kids. They listen to and sympathize with kids' problems. They also try to ease young people's inhibitions by gradually introducing sexual content into their conversations or by showing them sexually explicit material. 
•	Desired Solution : The solution will  detect  suspect  profiles based on child grooming behavior patterns  followers, hate speech provokers, stalking and bullying mentality profiles and explicit content explorers ( postings, comments) on social media platforms and other websites
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK308,Software,Software - Mobile App development,Real-Time Based Facial Recognition Systems,"
 •	Criminals are widely using Social Media & Social Networks to Commit the Crime and they are being part of cyber space as well, in this regard. 
•	Desired Solution: The solution should focus on develop an app to capture a photo and search for the same on official websites / social media websites / internet using an optimized facial recognition algorithm.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK309,Software,Miscellaneous,Real-Time image processing and forensic verification of Fake Videos,"
 •	Cyber Criminals are using Image processing tools and techniques for producing the variety of crimes, including Image Modification, Fabrication using Cheap & Deep Fake Videos/Image.
•	 Desired Solution: The solution should focus on help the Image/Video verifier/examiner find out and differentiate a fabricated Image/Video with an original one. Technology that can help address the issue: AI/ML techniques can be used.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK310,Software,Security & Surveillance,Criminal/Suspect Profile Generator using OSINT Techniques:,"
 •	Cyber Criminals are using internet (Both Surface, Deep and Dark Network) as mean and target for executing their crimes, In this regard Cyber criminals tracing and tracking of their digital footprints are very import to LEAs 
•	 Desired Solution: The solution should focus on tracking, tracing of cyber criminals with their digital foot prints like Name, Email, Phno Number, UserIDs etc.. And the solution will scan & search other associated data from public available records from internet and create summary report against the target suspect.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK311,Software,Security & Surveillance,Proxy & VPN Detector,"
 •	Cyber Offenders are masking themselves with Proxy and VPN services 
•	 Desired Solution: The solution should scan and detect the given IP address (IPv4/IPv6) is Original IP or Proxy/VPN enabled IP address and also the application should fetch the details of Whois Records of respective IP or Website input
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Bureau of Police Research & Development,RK312,Software,Software - Web App development,CDR/IPDR Data Visualizer,"
 •	Cyber Offenders are related CDR/IPDRs are very important for LEAs, the given CDR/IPDR data is in a Spreadsheet/Excel/CSV/Notepad (Rows & Column Structure) file format. 
•	 Desired Solution: The solution should take different input file formats like .XLSX, .CSV, TXT. and it shall covert into Info Graphical and Data Visualizer forms with connected Roots, Nodes and Edges Relationships.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Department of Science and Technology,PR324,Hardware,Smart Communication,Video conference – Eye to eye contact – Mobile App,"
 Problem: During video calls, often eye to eye contacts are missing because the camera and the screen are misaligned. During the calls, the tendency is to see on the screen and not in the camera, which leads to misaligned conversations. 
Solution desired: It is desired to design some mechanism to align both the video streams so that the conversations are effective.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Department of Science and Technology,PR330,Hardware,Energy / Renewable Energy,Smart Networks for Renewable Integrated Sources for standalone Microgrids,"
 Conditioning Monitoring (CM) of electrical system is the process of systematic data collection and evaluation to identify changes in performance or conditioning of the system, or its components, such that remedial action may be planned in a cost effective manner to maintain reliability. It is the process of continuous monitoring of their electrical parameters  in order to identify a significant change which is indicative of a developing fault. Different micro-grids  groups  have been developing their own remote maintenance and diagnostic units on engineering system of their choice. The appropriate  low cost generic tools, providing safe solution are required, to address the challenge for robust and reliable micro grids.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS331,Software,Security & Surveillance,"Face, expression and gesture recognition and compilation in database software","
 Design a system to capture face, expression and gesture of targeted persons (Criminals) through distributed CCTV System and maintaining it in a database along with time and location stamp. The database so compiled to be used to identify suspects from video clips of crime related CCTV footages captured  series of CCTV Systems located on routes and close to scene of crime
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS332,Software,Security & Surveillance,Textile (clothes) recognition and compilation in database software,"
 System would focus on capturing and saving  various attributes of clothes/ fabrics worn by targeted persons captured from various CCTV Systems through distributed intelligence (software) along with time and location stamp over the period in a database. The database so compiled to be used to identify suspects from video clips of crime related CCTV footages captured  series of CCTV Systems located on routes and close to scene of crime
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS333,Software,Software - Web App development,Vehicle recognition and compilation in database software,"
 It would focus and capture various attributes of vehicles (Type of vehicle, model of vehicle, Colour, Number Plate of vehicle, Peculiar attachments, accessories, marking including dent marks) captured from various CCTV Systems through distributed intelligence (software) along with time and location stamp over the period of various targeted persons. The database so compiled to be used to identify suspects from video clips of crime related CCTV footages captured  series of CCTV Systems located on routes and close to scene of crime
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS334,Software,Security & Surveillance,Baggage and other accessories recognition and compilation in database software,"
 It would focus and capture various attributes of baggage and other accessories (Type, make, Colour, company, peculiarities,  attachments, signs and marking including damage marks) captured from various CCTV Systems through distributed intelligence (software) along with time and location stamp over the period of various targeted persons. The database so compiled to be used to identify suspects from video clips of crime related CCTV footages captured  series of CCTV Systems located on routes and close to scene of crime
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS335,Software,Security & Surveillance,"Identification of suspects based on their gestures, gait, BMI (Body Mass Index) and motions or objectionable/ illegal/ improper behavior and gesture of the police (Datasets will be provided on request)","
 It would identify criminals from running CCTV streams on the basis of peculiar gestures and body movements and physical movements
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS336,Software,Software - Web App development,Developing Virtual Police Station to receive FIR with OCR based digital signature authenticated through digital signature (Aadhar Number based authentication).,"
 Designing a Virtual Police Station in which animated police officer would be used to interact with victim/victims to capture all the details with respect to identity of complainant, details of the incidence or crime committed will extract supplementary information to capture ingredient of the crimes committed, identity of criminals and likely witnesses the same would be converted in text format as an FIR which would be signed by the complaint/ victim through OCR device and verified through digital signature (using OTP based verification of Aadhar). The signed FIR would be routed to CCTNS system using Citizen Portal Bridge already available. Allowing OCR and Digital Signature of SHO to convert it in formal/ legally acceptable FIR.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS337,Software,Software - Web App development,Converting typed or printed document images (photos) to legible text documents and storing the critical information in a database and protecting the digital image with # value so that document is admissible as evidence.,"
 Software should all documents formats of printed or typed documents and would convert them in text. The analytical tools would be used to identify the critical information available on the documents and would be stored along with identity of documents, crime number ((Thus linking it with all the attributes of the crime through this primary key), identify of document, authorship and other attributes):
1.	Investigation Leads would be identified and would be pushed to Investigation Officer, Volunteers, Observers or the stakeholders as the case may be
2.	Evidences would be saved with # value along with who would prove it in court. Certificate of legal admissibility, relevance and integrity would be provided. Certificates under 65 B would be auto generated to certify the process and authenticity
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS338,Software,Software - Web App development,Converting hand written documents as scanned images or photos (in any format) to legible text document using AI extracting important and critical information into database.,"
 Software should all documents formats of handwritten documents and would convert them in legible text. The analytical tools would be used to identify the critical information available on the documents and would be stored along with identity of documents, crime number ((Thus linking it with all the attributes of the crime through this primary key), identify of document, authorship and other attributes):
1.	Investigation Leads would be identified and would be pushed to Investigation Officer, Volunteers, Observers or the stakeholders as the case may be
2.	Evidences would be saved with # value along with who would prove it in court. Certificate of legal admissibility, relevance and integrity would be provided. Certificates under 65 B would be auto generated to certify the process and authenticity
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS339,Software,Software - Mobile App development,"Web, portal and Apps for facilitating reporting of offences for registration of FIR with provision OCR based signature along with Aadhar based digital signature","
 Designing a web portal and Apps to capture all the details with respect to identity of complainant, details of the incidence or crime committed will extract supplementary information to capture ingredient of the crimes committed, identity of criminals and likely witnesses the same would be converted in text format as an FIR which would be signed by the complaint/ victim through OCR device and verified through digital signature (using OTP based verification of Aadhar). The signed FIR would be routed to CCTNS system using Citizen Portal Bridge already available. Allowing OCR and Digital Signature of SHO to convert it in formal/ legally acceptable FIR.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS340,Software,Software - Web App development,"Requisitioning of data, information and documents","
 Requisitioning of Data, Information and Documents from various institutions, organizations and departments based on various probability using AI etc (using both API based and nodal officer channels) with automated  follow up and monitoring  provisions:-
a.	Telecom Service Providers:
i.	CDRs
ii.	PSTN Dumps
iii.	VLR Dumps
iv.	CAF
v.	SMS Tags related data
b.	Financial Institutions and Banks:
i.	IDs related data
ii.	Transaction related data
c.	Movement related information:
i.	Railways
ii.	Airlines
iii.	Roadway
d.	CCTV footages:
i.	Police CCTV Systems
ii.	Smarts City CCTV Systems
iii.	Malls and other business centers’ CCTV Systems
iv.	Private Institutions and Individuals CCTV Systems
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS341,Hardware,Security & Surveillance,Solo IOT devices to capture video and audio evidences,"
 Project intends to develop various IOTs devices to camouflage CCTV system. It may look like display board for publicity. It will have various IR lights to illuminate and capture in nights. It should have following features:
- Display System (for advertisement or name board)
- Wi-fi/ internet connectivity 
- Multiple systems may be connected through blue tooth
- Remote Joystick to fine tuning and focusing on target persons or things)
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Govt. of Madhya Pradesh,MS342,Software,Software - Mobile App development,App based portrait building system,"
 App based portrait building software from the photos of the criminals available with us.
-  Extracting representative features of eyes, eye brow, forehead, nose, ears, beard, hair styles etc in various classes
- Extracting broad features of a face 
- Projecting these attributes for choosing close representatives of suspects/ criminals
- Integration and polishing to get close representation of real suspects/ criminals.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Education department Gujarat,AD356,Hardware,Healthcare & Biomedical Devices,IoT based Smart bottle for Healthcare,"
 During recent years, due to the technological advancements many sophisticated techniques has been evolved for assuring fast recovery of the patients in hospitals. Need for good patient care in hospitals, assessment and management of fluid and electrolyte is the most fundamental thing required. All most in all hospital, an assist/nurse is responsible for monitoring the electrolyte’s bottle level. But unfortunately most of the time, the observer may forget to change the bottle at correct time due to their busy schedule.To overcome this critical situation, a IoT based automatic alerting and indicating device is proposed where sensor is used as a level sensor or weight sensor. It is based on the principle that the sensor output changes when fluid level/weight is below certain limit. When Fluid level/weight is low, will alerts the observer through the display or/and mobile phone at the control room indicates the room number of the patient for quick recovery Hospital uses simple electrolytes bottles with no indication, it may create a problem to patient because the reverse flow will start, blood start to flow from body towards bottle. In, Hospital ICU, CCU, NICU, OPD, OT, most of all department of hospital required such kind of automatic monitoring and indication system. Also Health care industries will one of the users. such monitoring system can be useful in small , medium and large size of hospitals and also it useful during home care. If such a monitoring system builds, it will decrease the chances of patients hazards and increases the accuracy of health care in hospital. In future we can design a ready mate portable cover system for such bottle. Ready mate Wearable sensors on sides of bottle can detect level/weight of-fluid inside bottles. Such data can also send to nurses and/or doctor`s mobile and they can start or stop the fluid and also monitoring fluid condition, such things required security password also. Hospital staff, the constant need to manually monitor the level of bottles is avoided. This is of high advantage to the patients especially during night times. This system also avoids the fatal risk of air bubbles entering the patient’s bloodstream, which is a serious threat as air bubbles in blood can cause immediate death. Such a device will create assurity of non-harm condition to patients. and also helpful to monitoring of data and such data can be stored and will be useful in future.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Education department Gujarat,AD357,Software,Sustainable Environment,GIS BASED FLOOD RISK ASSESSMENT,"
 Flood is a major environmental problem in India as it has destructive or damaging effects on life and property. There is a serious need of detailed research in the development of regional or national flood damage functions for pre-disaster flood damage estimation property. Risk assessment is important in making decisions, policies and managing floods. The objective of this study is to review and synthesize concepts and techniques of flood hazard, vulnerability and risk assessment with reference to the Uttarakhand. The objective of present study is to delineate and identify flood hazard and risk assessment Banaskantha district in Gujarat, India. There is a serious need of detailed research in the development of regional or national flood damage functions for Pre-disaster flood damage estimation property. The objective of present study is to delineate and identify flood hazard and risk assessment Banaskantha district in Gujarat, India. Human beings and Animals. To delineate and identify flood hazard and risk assessment at Dhanera city of Banaskantha district in Gujarat, India. Dhanera covering total geographical area of 16 km2. Dhanera is located at 24.52°N 72.02°E. It has an average elevation of 128 meters (420 ft.). There is a serious need of detailed research in the development of regional or national flood damage functions for pre-disaster flood damage estimation property. Risk assessment is important in making decisions, policies and managing floods. The objective of this study was to review and synthesize concepts and techniques of flood hazard, vulnerability and risk assessment with reference to the Uttarakhad. Using geo spatial technology to model and predict the magnitude of flood risk areas, Geographic Information System (GIS) analysis techniques are used for this study the flooding causative factors such as rainfall distribution, elevation and slope, drainage network and density. This study aims at providing expertise for preparing flood mapping and estimating flood risks in growing urban areas.GIS and remote sensing play an important role in flood hazard, vulnerability and in risk assessment and useful for delineation of flood zones, preparation of flood hazard and risk maps The main advantage of using GIS for flood analyses is that it not only generates a visualization of flooding, but also creates potential to further analyze these events to estimate probable damage due to floods. Compared to traditional mapping, GIS enables the comparisons across spatial units; comparison across different themes by category of hazards and disasters; merging of qualitative with qualitative assessment and spatial database, based on which logical and/or numerical operations can be dynamically performed. These are grounds for concluding that GIS has an important function to play in natural hazards analyses because natural hazards are multi-dimensional phenomena, which have a spatial component.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Education department Gujarat,AD358,Software,Software - Web App development,Road maintenance record-keeping system,"
 The maintenance of rural and urban roads is becoming an increasing challenge as a result of the rapid growth of the network. A large amount of money is going to waste due to irregularity and improper approach. Sound asset management principles need to be introduced as an integral part of road policies and maintenance program. Comprehensive maintenance planning with schedule,institutional reforms, linkage with initial construction, maintenance backlog, utilization of fund, regular on site inspections, training to the workforce, human attitude, existing practices and knowledge of different road patterns are the major challenges in record-keeping. The maintenance and record keeping of maintenance is the key issues in the government department after the liability period over of new construction. A comprehensive system will help for planning of maintenance schedule, frame work, methodology. Also a prediction can be made for the timely maintenance fund requirements. Effective techniques can be decided for the problems. Quality of initial construction work can be achieved. It is more important to say that wastage of public fund can be reduced from the repetitive approach. Mostly, Public infrastructure is developed by the government department. It is obvious that various government bodies like municipalities, nagarpalika, panchayat and road and building department of state and central government etc. will be the potential users. Also private residential and commercial communities may use it for the maintenance records and fund estimation. A comprehensive maintenance record-keeping system will be the ready tool, which serve different aspects of complete qualitative maintenance such as, data base of complete any type of inspection on-site, recording defects including capture of images and location data to aid in repair, repair methodology applied, cost of maintenance, effective area of work, frequency of maintenance including during liability period of new constructions and fund planning for the future. It will be fruitful for the executors for social and economic development of users. Effective maintenance record keeping system will create social and economic impacts of rural roads users. It will serves ready record for long term budget planning as huge investment incurred in road infrastructure development. Some qualitative outputs such as, maintained roads provide access to where people live and important facilities such as markets, schools and health services. Good access provides the opportunity for improving livelihoods and increased employment opportunities, thereby contributing to the alleviation of poverty. Although it may be argued that the link between rural roads and poverty alleviation is mostly indirect, experience clearly shows that areas with poor road access are generally more disadvantaged than areas that are better served. The web application will contain an effective dashboard (visualization like a BI tool) which will provide different kinds of analysis , in order to take quick actions and to avoid spending excessive time in analysing this information. The application will be an effective tool as it will help save time and provide valuable information at a go to thus avoid wastage of public resource.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
Education department Gujarat,AD362,Hardware,Smart Cities,Traffic Clearance for Ambulance/(or other priority Vehicle) through Artificial Intelligence,"
 Traffic is the most critical problem in major cities in India. Sometimes emergency vehicle does not get route to reach at the destination due to heavy congestion on the road. Even if its desired, driver or owner of vehicle is in such a crucial position that he/she can not give space to such emergency vehicle. Emergency vehicle may be ambulance or fire-fighting equipment carrying vehicle, police van or disaster management vehicle. In emergency situation, vehicle should reach in time at proper destination but unfortunately traffic situation block that vehicle. In emergency situation like severe heat attack, pregnancy , accident, fire etc. it is necessary for a vehicle to reach at the destination in short time. In medical emergency, it is necessary to provide emergency medical treatment to the patient. It is necessary to reach at nearest and best hospital in time. Most of cities and even district place are having problem of traffic and due to which ambulance and other emergency vehicles are not getting free route to reach at the destination. Other Emergency occurs anywhere at any location, at any time, and in various ways will make one at risk such as fire. Fire fighting vehicle must reach in time to save life and property. These situations require a speedy response. So it is very crucial and important to establish direct, fast and efficient technique without delay. Artificial intelligence may help us to solve this real life challenge. Patient, Fire brigade office, Hospitals, Police Traffic congestion has grown to an alarming event in major cities across India. Ambulance Driver will select route to reach hospital. System will automatically control traffic light based on population of vehicle and based on priority on that route. (Controls entire area surrounding route). Other features like Ambulance arrival indication to surrounding vehicle will give extra benefit. Emergency vehicle will be able to reach at the destination in time. If emergency vehicle is ambulance, patient will get treatment in time. Iif emergency vehicle is fire fighting equipment it will be able to control fire. If emergency vehicle is police van, it will be able to control crime. Vehicular traffic is endlessly increasing everywhere in the world and can cause terrible traffic congestion at intersections. This solution will allow emergency vehicle to get route during emergency situations. Traffic congestion and tidal flow are major facts that cause delay to ambulance.The loss of human life due to accident and delay in getting proper treatment must be avoided. In order to save human life from accidents and unnecessary delay due to traffic congestion will be avoided due to this solution and it will help to save precious human life.As cameras are deployed on most of the signals today, Computer Vision can be used for vehicle count and will be stored and updated in a steaming manner. This will thus help create effective algorithms to alter the time of the traffic signals based on this real time vehicle count, also by making sure that the traffic congestions doesnt increase exponentially and multiple emergency vehicles does not put the system in a deadlock.
","
 
","
                                                                                                                       NA
                                                                                                                                                                                "
